City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Country,Wind Speed,Current Description
480,Ambilobe,-13.2,49.05,67.8,81,5,MG,3.44,clear sky
481,Los Zacatones,22.95,-102.05,80.64,26,20,MX,13.8,few clouds
482,Honiara,-9.4333,159.95,80.31,76,40,SB,3.8,scattered clouds
483,Jiuquan,39.7432,98.5174,64.69,55,100,CN,8.9,light rain
484,Sambava,-14.2667,50.1667,68.18,88,96,MG,8.48,overcast clouds
485,Shingu,33.7333,135.9833,79.92,82,68,JP,3.15,broken clouds
486,Whyalla,-33.0333,137.5833,39.09,93,0,AU,5.75,clear sky
487,Padang,-0.9492,100.3543,74.71,91,98,ID,5.73,overcast clouds
488,Tucuma,-0.1833,-50.05,78.44,82,48,BR,4.41,scattered clouds
489,Buraydah,26.326,43.975,91.85,10,6,SA,2.98,clear sky
490,Lugoba,-6.45,38.3333,66.0,86,15,TZ,2.48,few clouds
491,Energetik,51.7445,58.7934,70.45,63,10,RU,2.93,clear sky
492,Na Wa,17.4897,104.1006,75.38,92,100,TH,4.07,overcast clouds
493,Brooks,50.5834,-111.8851,96.58,19,56,CA,9.22,broken clouds
494,Oranjemund,-28.55,16.4333,56.89,75,2,NA,7.76,clear sky
495,Inirida,3.8653,-67.9239,75.36,94,54,CO,2.75,broken clouds
496,Upata,8.0086,-62.3989,74.59,90,47,VE,1.99,scattered clouds
497,Campbellsville,37.3434,-85.3419,81.27,48,7,US,5.99,clear sky
498,Mudkhed,19.1667,77.5167,75.83,77,100,IN,16.2,overcast clouds
499,Noormarkku,61.5927,21.8685,58.78,100,75,FI,1.14,light intensity shower rain
500,Carutapera,-1.195,-46.02,75.06,88,76,BR,2.21,broken clouds
501,Avera,33.194,-82.5271,95.72,37,51,US,13.51,broken clouds
502,Bandrele,-12.9067,45.1914,73.15,78,0,YT,10.36,clear sky
503,Tainan,22.9908,120.2133,78.87,100,90,TW,2.3,overcast clouds
504,Singkang,2.1006,102.7994,76.89,93,27,MY,1.03,scattered clouds
505,Dalvik,65.9702,-18.5286,55.33,81,100,IS,2.3,overcast clouds
506,Bud,39.447,-86.1758,80.67,61,10,US,11.1,clear sky
507,Birin,26.8865,88.0718,64.31,99,100,NP,1.39,overcast clouds
508,Mananara,-16.1667,49.7667,66.02,94,89,MG,4.27,overcast clouds
509,Kaduna,10.5222,7.4383,68.45,98,100,NG,5.61,light rain
510,Majalaya,-7.3378,106.6069,75.16,88,37,ID,12.95,scattered clouds
511,Stornoway,58.2093,-6.3865,51.93,76,90,GB,5.75,overcast clouds
512,Ponnani,10.767,75.9252,76.32,84,76,IN,6.02,broken clouds
513,Palmer,42.1584,-72.3287,75.92,60,89,US,9.71,overcast clouds
514,Yurino,56.2942,46.3039,65.52,63,93,RU,6.67,overcast clouds
515,Nelson Bay,-32.7167,152.15,57.0,62,91,AU,8.9,overcast clouds
516,Misratah,32.3754,15.0925,85.6,53,0,LY,8.01,clear sky
517,Muravlenko,63.7898,74.523,58.35,67,100,RU,9.44,overcast clouds
518,Nanortalik,60.1432,-45.2371,48.63,80,100,GL,11.41,light rain
519,Vao,-22.6667,167.4833,66.47,58,59,NC,9.46,broken clouds
520,Batemans Bay,-35.7167,150.1833,40.91,92,11,AU,4.09,few clouds
521,Paamiut,61.994,-49.6678,47.34,90,100,GL,3.4,overcast clouds
522,Tortoli,39.9256,9.6572,74.98,67,76,IT,3.58,broken clouds
523,Roald,62.5833,6.1333,54.0,76,75,NO,8.05,broken clouds
524,Ouango,4.3133,22.5552,68.83,91,100,CF,1.72,overcast clouds
525,Panjakent,39.4952,67.6093,73.2,37,1,TJ,5.48,clear sky
526,Naples,40.8333,14.25,83.57,78,0,IT,3.0,clear sky
527,Bo Phloi,14.3236,99.5161,82.31,73,100,TH,5.99,overcast clouds
528,Te Anau,-45.4167,167.7167,44.2,90,99,NZ,1.95,moderate rain
529,The Valley,18.217,-63.0578,84.81,74,20,AI,14.97,few clouds
530,Ahipara,-35.1667,173.1667,57.09,77,66,NZ,10.8,broken clouds
531,Nawa,27.0167,75.0,76.42,90,95,IN,14.18,overcast clouds
532,Guozhen,34.3659,107.359,77.49,49,8,CN,2.33,clear sky
533,Bonavista,48.6499,-53.1147,69.8,72,93,CA,19.98,overcast clouds
534,Aktau,43.65,51.2,79.38,33,4,KZ,9.51,clear sky
535,Tarumovka,44.0761,46.5361,74.28,63,80,RU,9.6,broken clouds
536,Werda,-25.2667,23.2833,53.8,30,0,BW,5.46,clear sky
537,Barguzin,53.6167,109.6167,58.53,83,8,RU,1.61,clear sky
538,Katunino,64.3862,40.6298,60.69,87,100,RU,4.43,moderate rain
539,Lola,7.8,-8.5333,68.83,99,95,GN,2.75,overcast clouds
540,Kodinsk,58.6881,99.1844,56.68,99,100,RU,5.32,overcast clouds
541,Yulara,-25.2406,130.9889,48.04,53,0,AU,8.05,clear sky
542,Homer,59.6425,-151.5483,73.08,59,41,US,3.22,scattered clouds
543,Le Moule,16.3332,-61.3473,84.24,72,7,GP,10.56,clear sky
544,Quelimane,-17.8786,36.8883,66.15,82,0,MZ,0.0,clear sky
545,Roanoke Rapids,36.4615,-77.6542,86.45,89,1,US,0.0,clear sky
546,Tommot,58.9564,126.2925,56.16,97,100,RU,7.34,moderate rain
547,Manavalakurichi,8.1333,77.3,78.89,78,99,IN,16.15,overcast clouds
548,Korla,41.7597,86.1469,75.42,18,100,CN,6.49,overcast clouds
549,Kerema,-7.9631,145.7785,76.55,81,91,PG,4.05,overcast clouds
550,Redmond,47.674,-122.1215,86.41,55,100,US,1.01,overcast clouds
551,Bloomingdale,27.8936,-82.2404,94.21,69,1,US,3.0,clear sky
552,Boddam,57.4667,-1.7833,55.09,80,46,GB,10.4,scattered clouds
553,Harper,4.375,-7.7169,76.41,78,84,LR,6.58,broken clouds
554,Ibra,22.6906,58.5334,86.86,50,100,OM,3.6,overcast clouds
555,Krems,48.4092,15.6142,63.54,91,100,AT,8.48,moderate rain
556,Takoradi,4.8845,-1.7554,75.51,89,19,GH,5.57,few clouds
557,Banda Aceh,5.5577,95.3222,79.74,73,99,ID,15.48,overcast clouds
558,Cape Canaveral,28.4058,-80.6048,95.05,76,75,US,10.36,broken clouds
559,Durban,-29.8579,31.0292,66.02,40,46,ZA,3.0,scattered clouds
560,Coahuayana,18.7333,-103.6833,90.5,61,8,MX,6.15,clear sky
561,Yanam,16.7333,82.2167,83.48,62,100,IN,4.97,overcast clouds
562,Wao,7.6833,124.6833,65.89,93,100,PH,1.68,overcast clouds
563,Krasnoselkup,65.7,82.4667,53.56,79,100,RU,5.79,overcast clouds
564,Mingaora,34.7758,72.3625,72.48,90,93,PK,5.73,overcast clouds
565,Lasa,46.6166,10.7002,54.63,95,83,IT,6.76,broken clouds
566,Aswan,24.0934,32.907,96.1,12,0,EG,3.44,clear sky
567,Sinnamary,5.3833,-52.95,79.56,80,54,GF,7.96,broken clouds
568,Pierre,44.3683,-100.351,89.28,30,0,US,1.01,clear sky
569,Salinopolis,-0.6136,-47.3561,78.35,81,65,BR,10.29,broken clouds
570,Manokwari,-0.8667,134.0833,78.64,81,91,ID,3.44,overcast clouds
571,Santa Cruz,-17.8,-63.1667,69.55,21,99,BO,11.68,overcast clouds
572,Ormara,25.2088,64.6357,81.43,85,98,PK,16.13,overcast clouds
573,Trincomalee,8.5711,81.2335,81.3,75,100,LK,20.69,overcast clouds
574,Abha,18.2164,42.5053,64.65,70,97,SA,3.09,overcast clouds
575,Kjollefjord,70.9457,27.3465,44.56,92,100,NO,17.38,overcast clouds
576,Santa Cruz Del Sur,20.7147,-77.9956,86.41,67,5,CU,5.55,light rain
577,Saint George,37.1041,-113.5841,97.79,26,3,US,1.99,clear sky
578,Masallatah,32.6167,14.0,84.4,36,0,LY,8.16,clear sky
579,Talnakh,69.4865,88.3972,55.44,89,100,RU,4.59,overcast clouds
580,Kargopol,61.5071,38.9456,55.85,99,80,RU,6.13,broken clouds
581,Baykit,61.67,96.37,58.46,94,100,RU,1.83,overcast clouds
582,Ellisras,-23.6649,27.7443,52.43,32,0,ZA,5.01,clear sky
583,Esil,51.9556,66.4042,71.24,62,6,KZ,4.47,clear sky
584,Japura,-0.3167,102.35,73.2,97,82,ID,2.75,broken clouds
585,Aban,56.67,96.06,52.97,96,91,RU,3.69,overcast clouds
586,Longhua,23.6137,114.1919,78.17,96,88,CN,0.65,overcast clouds
587,Acapulco,16.8634,-99.8901,87.53,67,95,MX,8.84,overcast clouds
588,Kuytun,54.3419,101.5036,54.93,96,100,RU,11.01,light rain
589,Kincardine,56.0667,-3.7167,59.56,78,99,GB,3.49,overcast clouds
590,Prince Rupert,54.3161,-130.3201,60.89,93,90,CA,4.61,overcast clouds
591,Lampazos De Naranjo,27.0167,-100.5167,101.39,25,2,MX,16.24,clear sky
592,Kiama,-34.6833,150.8667,51.01,91,6,AU,4.16,clear sky
593,Neiafu,-18.65,-173.9833,76.71,60,83,TO,24.0,broken clouds
594,Yangjiang,21.85,111.9667,79.09,90,98,CN,3.67,overcast clouds
595,Pokhara,28.2333,83.9833,72.1,91,53,NP,1.88,broken clouds
596,Omsukchan,62.5333,155.8,34.74,100,100,RU,8.72,light rain
597,Geraldton,-28.7667,114.6,45.01,93,40,AU,10.36,scattered clouds
598,Yokadouma,3.5167,15.05,69.17,99,100,CM,2.01,light rain
599,Esperance,-33.8667,121.9,51.64,64,56,AU,23.02,broken clouds
600,La Rioja,42.25,-2.5,55.18,84,9,ES,4.14,clear sky
601,Skjervoy,70.0311,20.9714,47.86,70,71,NO,4.32,broken clouds
602,Kyra,49.5776,111.9753,53.2,87,27,RU,1.66,scattered clouds
603,Cabo San Lucas,22.8909,-109.9124,93.61,70,66,MX,1.99,broken clouds
604,Athabasca,54.7169,-113.2854,98.37,16,86,CA,2.15,overcast clouds
605,Nelson,-41.2833,173.2833,53.69,94,77,NZ,1.01,broken clouds
606,Tulum,20.2167,-87.4667,89.92,59,64,MX,6.85,broken clouds
607,Asau,46.4333,26.4,74.32,84,0,RO,5.17,clear sky
608,Seoul,37.5683,126.9778,78.19,94,90,KR,2.3,light rain
609,Komsomolskiy,40.4272,71.7189,79.52,34,100,UZ,2.3,overcast clouds
610,Eyl,7.9803,49.8164,82.26,63,49,SO,29.8,scattered clouds
611,Tuatapere,-46.1333,167.6833,42.82,89,100,NZ,4.21,heavy intensity rain
612,Mapimi,25.8167,-103.85,89.17,28,71,MX,7.16,broken clouds
613,Lusambo,-4.9667,23.45,77.11,29,90,CD,1.43,overcast clouds
614,Ratnagiri,16.9833,73.3,79.34,84,92,IN,16.46,overcast clouds
615,Boralday,43.3578,76.8594,64.26,52,40,KZ,2.24,scattered clouds
616,Cajazeiras,-6.8903,-38.5553,76.23,54,20,BR,10.27,few clouds
617,Bogatyye Saby,56.0102,50.4483,61.77,72,45,RU,5.41,scattered clouds
618,Lysyye Gory,51.5506,44.8414,72.63,65,6,RU,3.58,clear sky
619,Gushikawa,26.3544,127.8686,81.63,88,96,JP,13.62,overcast clouds
620,Siero,43.3833,-5.6667,67.6,85,60,ES,2.13,broken clouds
621,San Jose,37.3394,-121.895,90.88,57,1,US,11.5,clear sky
622,Ejura,7.3856,-1.3562,71.96,91,39,GH,4.52,scattered clouds
623,Tabuk,17.4189,121.4443,77.34,85,100,PH,2.08,overcast clouds
624,Nadym,65.5333,72.5167,56.89,91,100,RU,10.98,light rain
625,Haapiti,-17.5667,-149.8667,80.33,62,31,PF,8.14,scattered clouds
626,Saint-Joseph,-21.3667,55.6167,66.56,74,37,RE,9.13,scattered clouds
627,Nauta,-4.5061,-73.5757,82.13,59,58,PE,1.61,broken clouds
628,Presidente Medici,-11.1753,-61.9014,83.28,26,3,BR,3.44,clear sky
629,Xingcheng,40.6167,120.7167,70.48,82,7,CN,11.16,clear sky
630,Saint-Pierre,-21.3393,55.4781,67.64,67,20,RE,5.75,few clouds
631,San Francisco,37.7749,-122.4194,90.99,71,6,US,4.0,clear sky
632,Kota Belud,6.351,116.4305,75.06,80,100,MY,7.67,overcast clouds
633,Matamoros,25.5333,-103.25,93.11,32,6,MX,11.61,clear sky
634,Fare,-16.7,-151.0167,77.05,68,48,PF,12.93,scattered clouds
635,Floro,61.5996,5.0328,55.47,66,1,NO,16.11,clear sky
636,Hudiksvall,61.729,17.1036,54.52,75,100,SE,4.63,overcast clouds
637,Winnemucca,40.973,-117.7357,87.12,24,84,US,8.9,broken clouds
638,Orcopampa,-15.2661,-72.3417,52.63,36,51,PE,6.76,broken clouds
639,Ust-Nera,64.5667,143.2,52.0,62,1,RU,4.29,clear sky
640,Tuyen Quang,21.8233,105.2181,76.75,98,100,VN,1.72,overcast clouds
641,Ullapool,57.8987,-5.1604,54.75,86,40,GB,2.08,scattered clouds
642,Sembe,1.6481,14.5806,70.92,94,78,CG,1.45,broken clouds
643,Oyama,36.3,139.8,84.58,74,27,JP,4.9,scattered clouds
644,Taldan,53.6667,124.8,51.46,96,49,RU,4.52,scattered clouds
645,Kenai,60.5544,-151.2583,73.02,72,14,US,7.85,few clouds
646,Resistencia,-27.4606,-58.9839,69.78,40,0,AR,6.91,clear sky
647,Odweyne,9.4092,45.064,72.46,53,7,SO,16.51,clear sky
648,Yerbogachen,61.2767,108.0108,59.52,65,100,RU,5.19,overcast clouds
649,Rocha,-34.4833,-54.3333,46.08,93,2,UY,4.25,clear sky
650,Outjo,-20.1167,16.15,56.88,30,0,NA,9.46,clear sky
651,Dicabisagan,17.0818,122.4157,81.27,81,100,PH,3.31,overcast clouds
652,Poronaysk,49.2167,143.1167,60.06,74,13,RU,4.59,few clouds
653,Mezen,65.8522,44.24,47.01,85,6,RU,4.61,clear sky
654,Santiago De Cuba,20.0247,-75.8219,89.22,71,13,CU,5.23,few clouds
655,Zlobin,45.2924,14.6541,69.39,68,20,HR,4.61,few clouds
656,Shubarkuduk,49.1447,56.4872,83.1,33,48,KZ,6.51,scattered clouds
657,Sitges,41.2351,1.8119,75.0,62,93,ES,5.26,overcast clouds
658,Digha,21.6833,87.55,82.36,82,99,IN,8.7,overcast clouds
659,Meiktila,20.8667,95.8667,74.52,91,100,MM,13.62,overcast clouds
660,Isla Mujeres,21.2311,-86.731,87.17,68,0,MX,10.85,clear sky
661,Hobyo,5.3505,48.5268,77.4,80,6,SO,22.7,clear sky
662,Akureyri,65.6835,-18.0878,59.52,76,99,IS,0.54,overcast clouds
663,Hailun,47.45,126.9333,60.33,90,100,CN,8.28,overcast clouds
664,Staryy Nadym,65.6118,72.6842,57.43,87,100,RU,10.29,light rain
665,Palampur,32.1167,76.5333,70.47,79,24,IN,3.78,few clouds
666,Saint-Augustin,51.226,-58.6502,62.89,71,88,CA,18.16,overcast clouds
667,Lagoa Da Prata,-20.0225,-45.5436,64.49,50,31,BR,4.72,scattered clouds
668,Panguna,-6.3164,155.4848,73.65,84,19,PG,1.9,few clouds
669,Okha,53.5739,142.9478,56.44,74,79,RU,7.7,broken clouds
670,Taoudenni,22.6783,-3.9836,100.22,24,97,ML,16.96,overcast clouds
671,Asyut,27.181,31.1837,91.29,16,4,EG,5.44,clear sky
672,Isabela,6.7085,121.9711,79.2,87,100,PH,4.27,light rain
673,Mangochi,-14.4782,35.2645,64.31,64,6,MW,5.1,clear sky
674,Liku,-0.7275,119.8922,74.14,90,52,ID,1.86,broken clouds
675,Hays,30.0502,-98.0336,96.8,58,22,US,5.01,few clouds
676,Kupang,-10.1667,123.5833,75.78,88,20,ID,9.22,few clouds
677,Qom,34.6401,50.8764,89.19,14,53,IR,16.58,broken clouds
678,Kungurtug,50.5994,97.5228,50.34,96,100,RU,4.88,overcast clouds
679,Tongliao,43.6125,122.2653,67.82,91,100,CN,12.01,overcast clouds
680,Yeppoon,-23.1333,150.7333,56.98,82,0,AU,4.41,clear sky
681,Kemijarvi,66.7131,27.4306,54.23,97,100,FI,3.09,light rain
682,Umm Kaddadah,13.6017,26.6876,82.35,59,15,SD,20.8,few clouds
683,Ucluelet,48.9329,-125.5528,93.04,77,17,CA,3.0,few clouds
684,Dubbo,-32.25,148.6167,39.33,100,0,AU,10.36,clear sky
685,Mombasa,-4.0547,39.6636,72.82,88,60,KE,13.53,broken clouds
686,Andenes,69.3143,16.1194,46.38,87,75,NO,11.5,broken clouds
687,Havoysund,70.9963,24.6622,45.48,80,100,NO,9.62,light rain
688,Morant Bay,17.8815,-76.4093,83.66,79,20,JM,12.82,few clouds
689,Twin Falls,42.3505,-114.6445,80.37,45,100,US,12.68,overcast clouds
690,Ilmatsalu,58.3881,26.5593,61.21,71,90,EE,5.01,overcast clouds
691,Mitsamiouli,-11.3847,43.2844,76.23,72,1,KM,4.38,clear sky
692,Penarroya-Pueblonuevo,38.3,-5.2667,73.51,30,41,ES,1.23,scattered clouds
693,Thanh Hoa,19.8,105.7667,77.54,93,98,VN,3.27,moderate rain
694,Russkoye,45.0167,34.8,69.49,64,0,UA,3.6,clear sky
695,Pizarro,4.9533,-77.366,81.37,80,84,CO,7.83,broken clouds
696,Sarakhs,36.5449,61.1577,78.28,16,0,IR,10.33,clear sky
697,Visby,57.6409,18.296,64.85,72,20,SE,10.36,few clouds
698,Tres Lagoas,-20.7511,-51.6783,67.08,42,88,BR,7.56,overcast clouds
699,Malabor,11.2729,122.0466,81.97,83,100,PH,11.23,overcast clouds
700,Taksimo,56.3444,114.8794,54.27,96,100,RU,2.66,light rain
701,Kalevala,65.2,31.1667,56.86,92,96,RU,5.14,overcast clouds
702,Dunedin,-45.8742,170.5036,49.8,77,98,NZ,21.99,overcast clouds
703,Patitirion,39.15,23.8667,87.37,63,0,GR,4.23,clear sky
704,Gamba,-2.65,10.0,73.98,83,100,GA,8.68,overcast clouds
705,Despotovac,44.0925,21.4469,78.93,37,10,RS,5.53,clear sky
706,Pajapan,18.25,-94.7,84.7,65,95,MX,8.57,overcast clouds
707,Grand-Santi,4.25,-54.3833,75.4,94,100,GF,2.39,moderate rain
708,Cayenne,4.9333,-52.3333,84.24,79,0,GF,3.0,clear sky
709,Saint Anthony,45.0205,-93.218,80.94,38,75,US,4.0,broken clouds
710,Archidona,37.0965,-4.3887,71.42,25,46,ES,2.17,scattered clouds
711,Sharjah,25.3573,55.4033,93.25,56,40,AE,9.13,scattered clouds
712,Nazare,-13.035,-39.0144,66.65,94,62,BR,5.39,broken clouds
713,Turbat,26.0023,63.044,89.06,61,99,PK,7.49,overcast clouds
714,Kladno,50.1473,14.1029,60.93,90,20,CZ,12.66,few clouds
715,Tanout,14.9709,8.8879,90.39,41,97,NE,10.76,overcast clouds
716,Vysha,53.8477,42.3777,69.46,61,71,RU,6.44,broken clouds
717,Luziania,-16.2525,-47.9503,70.99,46,16,BR,6.24,few clouds
718,Inowroclaw,52.7989,18.2639,61.9,84,100,PL,4.9,overcast clouds
719,Havre,49.5833,0.3333,60.57,88,75,FR,3.44,broken clouds
720,Muzhi,65.3667,64.6667,50.22,96,60,RU,2.42,broken clouds
721,Lixourion,38.2019,20.4314,83.03,47,0,GR,2.35,clear sky
